h3_id,total_ubertaxi_rides,total_yellowtaxi_rides,market_potential
892a1072c9bffff,44,19,0.30158730158730157
892a1072ca3ffff,28,13,0.3170731707317073
892a1072ca7ffff,30,17,0.3617021276595745
892a1072cabffff,52,19,0.2676056338028169
892a1072cafffff,22,8,0.26666666666666666
892a1072cb3ffff,28,24,0.46153846153846156
892a1072cb7ffff,55,15,0.21428571428571427
892a1072cbbffff,64,28,0.30434782608695654
892a1072cc3ffff,38,15,0.2830188679245283
892a1072cc7ffff,47,40,0.45977011494252873
892a1072ccbffff,55,19,0.25675675675675674
892a1072ccfffff,71,23,0.24468085106382978
892a1072cd3ffff,55,34,0.38202247191011235
892a1072cd7ffff,43,41,0.4880952380952381
892a1072cdbffff,50,40,0.4444444444444444
892a1072d03ffff,7,0,0.0
892a1072d07ffff,19,1,0.05
892a1072d0bffff,5,0,0.0
892a1072d0fffff,27,5,0.15625
892a1072d23ffff,4,0,0.0
892a1072d27ffff,8,0,0.0
892a1072d2bffff,3,1,0.25
892a1072d2fffff,4,2,0.3333333333333333
892a1072d37ffff,1,0,0.0
892a1072d3bffff,0,2,1.0
892a1072d47ffff,1,0,0.0
892a1072d4bffff,14,0,0.0
892a1072d5bffff,0,1,1.0
892a1072d63ffff,9,0,0.0
892a1072d67ffff,6,1,0.14285714285714285
892a1072d6fffff,12,1,0.07692307692307693
892a1072d73ffff,11,4,0.26666666666666666
892a1072d77ffff,1,1,0.5
892a1072d8bffff,1,0,0.0
892a1072d93ffff,2,0,0.0
892a1072d9bffff,5,0,0.0
892a1072dabffff,2,0,0.0
892a1072dc3ffff,12,2,0.14285714285714285
892a1072dc7ffff,143,3,0.02054794520547945
892a1072dcbffff,6,2,0.25
892a1072dd3ffff,7,0,0.0
892a1072dd7ffff,10,1,0.09090909090909091
892a1072ddbffff,31,11,0.2619047619047619
892a1072ea7ffff,1,0,0.0
892a1074087ffff,1,0,0.0
892a1074093ffff,2,0,0.0
892a107418bffff,1,0,0.0
892a10741b7ffff,1,0,0.0
892a1074383ffff,1,0,0.0
892a1074423ffff,1,0,0.0
892a1074427ffff,1,0,0.0
892a107442fffff,1,0,0.0
892a1074463ffff,0,1,1.0
892a1074487ffff,1,0,0.0
892a10744bbffff,1,0,0.0
892a10744cfffff,1,0,0.0
892a10744d3ffff,1,0,0.0
892a10744d7ffff,1,0,0.0
892a1074547ffff,1,0,0.0
892a107454bffff,1,0,0.0
892a10745a3ffff,1,0,0.0
892a107460fffff,1,0,0.0
892a1074637ffff,1,0,0.0
892a1074677ffff,1,0,0.0
892a10746bbffff,1,0,0.0
892a1075483ffff,2,0,0.0
892a1075487ffff,1,0,0.0
892a10754afffff,1,0,0.0
892a10754bbffff,1,0,0.0
892a1075517ffff,1,0,0.0
892a1075543ffff,1,0,0.0
892a1075553ffff,1,0,0.0
892a1075557ffff,1,0,0.0
892a10755c7ffff,1,0,0.0
892a10755cfffff,1,0,0.0
892a10755d7ffff,1,0,0.0
892a107604fffff,1,0,0.0
892a107614fffff,1,0,0.0
892a1076187ffff,1,0,0.0
892a1076203ffff,1,0,0.0
892a1076217ffff,1,0,0.0
892a1076253ffff,1,0,0.0
892a1076257ffff,2,0,0.0
892a107625bffff,2,0,0.0
892a1076263ffff,2,0,0.0
892a107626fffff,1,0,0.0
892a10762bbffff,1,0,0.0
892a10762c3ffff,1,0,0.0
892a10762cbffff,1,0,0.0
892a10762cfffff,1,0,0.0
892a107630fffff,1,0,0.0
892a1076333ffff,1,0,0.0
892a1076347ffff,0,1,1.0
892a107634bffff,1,0,0.0
892a107634fffff,1,0,0.0
892a1076353ffff,1,0,0.0
892a107638fffff,1,0,0.0
892a107639bffff,1,0,0.0
892a10763bbffff,1,0,0.0
892a10763c7ffff,1,0,0.0
892a107642fffff,1,0,0.0
892a10764dbffff,1,0,0.0
892a107655bffff,1,0,0.0
892a10765c3ffff,0,1,1.0
892a1076613ffff,1,0,0.0
892a107664bffff,1,0,0.0
892a1076657ffff,1,0,0.0
892a107665bffff,1,0,0.0
892a107667bffff,1,0,0.0
892a1076683ffff,1,0,0.0
892a1076697ffff,1,0,0.0
892a107669bffff,1,0,0.0
892a10766abffff,1,0,0.0
892a1076a1bffff,1,1,0.5
892a1076ad7ffff,1,0,0.0
892a1077007ffff,1,0,0.0
892a1077027ffff,1,0,0.0
892a107702fffff,4,0,0.0
892a1077043ffff,1,0,0.0
892a107704fffff,1,0,0.0
892a1077057ffff,1,0,0.0
892a107706bffff,1,0,0.0
892a1077093ffff,1,0,0.0
892a10770afffff,1,0,0.0
892a10770cbffff,1,0,0.0
892a10770d7ffff,1,0,0.0
892a10770dbffff,1,0,0.0
892a107712fffff,2,0,0.0
892a107713bffff,1,0,0.0
892a1077143ffff,2,0,0.0
892a107714fffff,1,0,0.0
892a1077153ffff,1,0,0.0
892a107715bffff,1,0,0.0
892a1077183ffff,1,0,0.0
892a10771a7ffff,1,0,0.0
892a10771b3ffff,1,0,0.0
892a10771c7ffff,1,0,0.0
892a1077227ffff,1,0,0.0
892a10772a3ffff,3,0,0.0
892a10772a7ffff,2,0,0.0
892a10772abffff,1,0,0.0
892a10772b7ffff,1,0,0.0
892a107731bffff,1,0,0.0
892a1077323ffff,1,0,0.0
892a107732bffff,1,0,0.0
892a1077343ffff,1,0,0.0
892a107734bffff,1,0,0.0
892a107734fffff,2,0,0.0
892a1077353ffff,1,0,0.0
892a107736bffff,1,0,0.0
892a1077397ffff,1,0,0.0
892a10773c7ffff,1,0,0.0
892a1077403ffff,2,1,0.3333333333333333
892a1077407ffff,3,0,0.0
892a107740bffff,8,0,0.0
892a107740fffff,1,0,0.0
892a1077413ffff,2,3,0.6
892a1077417ffff,2,0,0.0
892a107741bffff,9,3,0.25
892a1077423ffff,1,0,0.0
892a1077427ffff,3,0,0.0
892a107742bffff,2,0,0.0
892a1077433ffff,1,0,0.0
892a107743bffff,3,1,0.25
892a1077447ffff,1,0,0.0
892a1077453ffff,1,0,0.0
892a1077457ffff,4,0,0.0
892a1077463ffff,2,0,0.0
892a1077467ffff,2,0,0.0
892a107746bffff,2,0,0.0
892a1077473ffff,7,0,0.0
892a1077477ffff,2,0,0.0
892a107747bffff,1,0,0.0
892a1077483ffff,12,0,0.0
892a1077487ffff,6,0,0.0
892a107748bffff,5,0,0.0
892a107748fffff,8,1,0.1111111111111111
892a1077493ffff,9,1,0.1
892a1077497ffff,2,0,0.0
892a107749bffff,2,1,0.3333333333333333
892a10774abffff,3,1,0.25
892a10774b3ffff,1,0,0.0
892a10774bbffff,13,0,0.0
892a10774c3ffff,3,0,0.0
892a10774c7ffff,6,2,0.25
892a10774cfffff,1,0,0.0
892a10774d3ffff,9,1,0.1
892a10774d7ffff,12,5,0.29411764705882354
892a10774dbffff,3,0,0.0
892a107750fffff,1,0,0.0
892a1077513ffff,2,0,0.0
892a1077517ffff,1,1,0.5
892a1077527ffff,1,0,0.0
892a1077533ffff,1,0,0.0
892a1077547ffff,1,1,0.5
892a1077557ffff,1,0,0.0
892a1077567ffff,1,0,0.0
892a107756bffff,1,0,0.0
892a1077573ffff,1,0,0.0
892a107757bffff,1,1,0.5
892a1077583ffff,1,0,0.0
892a1077587ffff,1,0,0.0
892a1077597ffff,2,0,0.0
892a107759bffff,1,0,0.0
892a10775a3ffff,1,0,0.0
892a10775afffff,1,0,0.0
892a10775bbffff,0,1,1.0
892a1077637ffff,2,0,0.0
892a107768bffff,1,0,0.0
892a1077697ffff,1,0,0.0
892a107769bffff,1,0,0.0
892a10776c3ffff,9,0,0.0
892a10776d3ffff,2,0,0.0
892a10776d7ffff,1,0,0.0
892a10776dbffff,2,0,0.0
